;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,000277;0,000432;0,000294;0,000297;0,000343;0,000379;0,000305;0,000345;0,000347;0,000393;0,000428;0,000488
1;0,0003;0,000233;0,000256;0,000293;0,000278;0,00031;0,000344;0,000453;0,000381;0,000402;0,000495;0,000563
2;0,000268;0,000285;0,000236;0,00029;0,000281;0,000352;0,000283;0,000386;0,000416;0,000414;0,000447;0,000353
3;0,000252;0,000247;0,000274;0,000271;0,000284;0,000282;0,000271;0,000311;0,000367;0,000379;0,000415;0,000338
4;0,000284;0,000348;0,000279;0,000328;0,000275;0,000336;0,000311;0,000329;0,000325;0,000384;0,000429;0,000388
5;0,000322;0,000275;0,000313;0,000315;0,000285;0,000317;0,000247;0,000322;0,000358;0,000444;0,000513;0,000454
6;0,000355;0,000281;0,000272;0,000325;0,000268;0,000295;0,000288;0,000365;0,00031;0,000418;0,000438;0,000437
7;0,000273;0,000275;0,000293;0,000254;0,000311;0,000248;0,000349;0,000342;0,000371;0,0004;0,00042;0,000588
8;0,00047;0,000261;0,000271;0,000244;0,000277;0,000264;0,000273;0,000293;0,000315;0,000473;0,00043;0,000362
9;0,000279;0,000266;0,000274;0,000343;0,00027;0,000316;0,000352;0,000299;0,000368;0,000635;0,000723;0,000509
