;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,000164;0,000237;0,000187;0,000314;0,000246;0,000158;0,000148;0,000153;0,000212;0,000187;0,000199;0,000317
1;0,000169;0,000174;0,000155;0,000134;0,000204;0,000169;0,000152;0,000172;0,000205;0,000204;0,000258;0,000271
2;0,000173;0,000232;0,000148;0,000223;0,000244;0,000157;0,000163;0,000251;0,000185;0,000262;0,000272;0,000198
3;0,000166;0,000134;0,000169;0,00013;0,000137;0,000153;0,000176;0,000163;0,00013;0,000168;0,000248;0,000291
4;0,000203;0,000169;0,000131;0,000178;0,000167;0,000128;0,000157;0,00026;0,000169;0,00023;0,00024;0,000246
5;0,000158;0,000165;0,000158;0,000134;0,000177;0,000146;0,000181;0,000161;0,000234;0,000279;0,000326;0,000244
6;0,000171;0,000156;0,000141;0,000175;0,000224;0,000156;0,000172;0,000211;0,000248;0,000162;0,000275;0,000278
7;0,000169;0,000169;0,000174;0,000176;0,000222;0,000207;0,00019;0,000221;0,000196;0,000279;0,000211;0,000236
8;0,000202;0,00016;0,000171;0,000202;0,000176;0,000168;0,000212;0,000178;0,00024;0,000169;0,000239;0,000221
9;0,000159;0,000164;0,000157;0,00014;0,000175;0,000163;0,000153;0,00013;0,000167;0,000188;0,000199;0,000279
