;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,000205;0,000181;0,000170;0,000173;0,000163;0,000159;0,000155;0,000201;0,033446;0,230491;0,403887;20,798613
1;0,000197;0,000234;0,000142;0,000194;0,000176;0,000412;0,000171;0,000536;0,031523;0,211865;0,422028;21,795273
2;0,000220;0,000178;0,000210;0,000191;0,000141;0,000182;0,000266;0,002549;0,032175;0,165494;0,295345;24,637016
3;0,000214;0,000139;0,000182;0,000155;0,000171;0,000184;0,000438;0,000182;0,024781;0,200547;0,446764;22,588997
4;0,000206;0,000152;0,000176;0,000156;0,000172;0,000154;0,000164;0,004348;0,032736;0,173122;0,450465;24,506985
5;0,000165;0,000174;0,000161;0,000177;0,000186;0,000302;0,000144;0,008555;0,048427;0,220336;0,451087;18,921801
6;0,000136;0,000177;0,000168;0,000166;0,000182;0,000135;0,000391;0,006346;0,042165;0,192505;0,406162;22,240976
7;0,000144;0,000171;0,000190;0,000136;0,000171;0,000707;0,000141;0,004000;0,024975;0,245055;0,501861;21,696608
8;0,000154;0,000169;0,000190;0,000198;0,000263;0,000161;0,000196;0,002564;0,036422;0,173039;0,385129;22,739258
9;0,000177;0,000136;0,000181;0,000144;0,000175;0,000462;0,000153;0,008559;0,040777;0,119240;0,348426;19,072088
