;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,000261;0,000196;0,000232;0,000284;0,000484;0,000245;0,000831;0,011353;0,058422;0,251209;0,544442;28
1;0,000233;0,000402;0,00023;0,000238;0,000239;0,000516;0,000764;0,010392;0,056222;0,250983;0,579164;29
2;0,000248;0,000225;0,000454;0,000373;0,00068;0,000504;0,000279;0,009917;0,052613;0,268309;0,548694;30
3;0,000245;0,000224;0,000209;0,000221;0,000208;0,00094;0,00059;0,00897;0,051515;0,267634;0,579452;29
4;0,000288;0,000258;0,000213;0,000256;0,000385;0,000389;0,001475;0,007305;0,052471;0,234703;0,515073;30
5;0,00019;0,000182;0,000195;0,000206;0,00022;0,00032;0,001836;0,011327;0,05127;0,266527;0,568056;29
6;0,000227;0,000208;0,000204;0,000228;0,000378;0,000623;0,000799;0,009557;0,053258;0,277888;0,563122;31
7;0,000208;0,000301;0,000198;0,000195;0,000211;0,000212;0,000789;0,012989;0,07294;0,315902;0,600104;31
8;0,000204;0,000269;0,000207;0,000228;0,000178;0,000236;0,000863;0,009868;0,044742;0,260244;0,575094;30
9;0,000246;0,000194;0,00025;0,000245;0,000248;0,000494;0,001201;0,009425;0,053394;0,234933;0,581809;30
