;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,000720;0,000393;0,000290;0,000281;0,000284;0,000295;0,000375;0,000338;0,000529;0,000526;0,000404;0,000469
1;0,000271;0,000257;0,000278;0,000318;0,000311;0,000340;0,000324;0,000301;0,000418;0,000401;0,000501;0,000455
2;0,000257;0,000249;0,000282;0,000238;0,000258;0,000430;0,000549;0,000311;0,000408;0,000426;0,000456;0,000579
3;0,000284;0,000273;0,000280;0,000284;0,000270;0,000329;0,000265;0,000593;0,000289;0,000297;0,000358;0,000548
4;0,000288;0,000252;0,000277;0,000300;0,000339;0,000258;0,000333;0,000656;0,000507;0,000338;0,000950;0,000778
5;0,000339;0,000259;0,000318;0,000268;0,000304;0,000308;0,000325;0,000314;0,000343;0,000449;0,000506;0,000476
6;0,000356;0,000263;0,000273;0,000304;0,000282;0,000271;0,000272;0,000310;0,000372;0,000370;0,000431;0,000318
7;0,000271;0,000286;0,000277;0,000281;0,000270;0,000279;0,000362;0,000297;0,000492;0,000427;0,000473;0,000436
8;0,000277;0,000309;0,000345;0,000272;0,000317;0,000335;0,000359;0,000316;0,000302;0,000418;0,000377;0,000371
9;0,000288;0,000253;0,000350;0,000256;0,000285;0,000288;0,000355;0,000381;0,000316;0,000414;0,000366;0,000409
