,150,200,250,500,1000,2000,3000,20000,100000,500000,1000000,50000000
0,0.000019,0.000021,0.000034,0.000029,0.000053,0.000075,0.000107,0.000640,0.003184,0.015730,0.032489,1.585238
1,0.000019,0.000021,0.000022,0.000031,0.000044,0.000079,0.000108,0.000644,0.003192,0.015929,0.031985,1.569851
2,0.000018,0.000080,0.000020,0.000029,0.000045,0.000078,0.000107,0.000628,0.003149,0.016025,0.031525,1.592109
3,0.000023,0.000020,0.000020,0.000030,0.000045,0.000075,0.000119,0.000656,0.003172,0.017933,0.031723,1.583231
4,0.000020,0.000020,0.000023,0.000031,0.000046,0.000075,0.000102,0.000615,0.003246,0.018127,0.031940,1.612057
5,0.000026,0.000021,0.000024,0.000031,0.000045,0.000075,0.000107,0.000642,0.003178,0.015827,0.031605,1.582739
6,0.000018,0.000020,0.000022,0.000030,0.000047,0.000075,0.000106,0.000645,0.003191,0.016024,0.031548,1.606160
7,0.000019,0.000020,0.000022,0.000031,0.000056,0.000110,0.000121,0.000701,0.003079,0.015733,0.031576,1.563103
8,0.000019,0.000020,0.000023,0.000029,0.000045,0.000077,0.000106,0.000632,0.003076,0.015719,0.032400,1.573400
9,0.000019,0.000021,0.000022,0.000030,0.000045,0.000076,0.000107,0.000631,0.003147,0.015824,0.031504,1.585767
