,150,200,250,500,1000,2000,3000,20000,100000,500000,1000000,50000000
0,0.000427,0.000401,0.000560,0.000376,0.000431,0.000774,0.001774,0.025311,0.121894,0.657979,1.378089,76.496373
1,0.000385,0.000323,0.000384,0.001352,0.000326,0.000782,0.000301,0.021620,0.124706,0.685374,1.458548,82.516520
2,0.000303,0.000312,0.000401,0.000332,0.000316,0.000348,0.000842,0.019850,0.127638,0.663147,1.455778,83.304585
3,0.000330,0.000340,0.000398,0.000355,0.000307,0.000324,0.000454,0.017451,0.117048,0.687889,1.522032,85.670788
4,0.000344,0.000405,0.000318,0.000324,0.000334,0.000798,0.000382,0.019698,0.130779,0.673911,1.542343,87.835423
5,0.000325,0.000328,0.000344,0.000317,0.000362,0.000376,0.000367,0.023586,0.131570,0.700393,1.533897,84.836343
6,0.000368,0.000329,0.000319,0.000390,0.000362,0.000442,0.000895,0.017387,0.121420,0.661177,1.522397,82.979681
7,0.000361,0.000365,0.000327,0.000402,0.000386,0.001512,0.003233,0.021090,0.113267,0.710265,1.550236,86.252025
8,0.000372,0.000325,0.000332,0.000320,0.000424,0.000324,0.000382,0.022329,0.136456,0.706153,1.536332,85.325590
9,0.000346,0.000339,0.000786,0.000357,0.000358,0.000352,0.000709,0.021506,0.130130,0.688782,1.530180,83.902383
