;150;200;250;500;1000;2000;3000;20000;100000;500000;1000000;50000000
0;0,00025;0,000187;0,000303;0,000182;0,000138;0,000168;0,000238;0,000145;0,000191;0,000265;0,000207;0,000274
1;0,000166;0,000155;0,000184;0,000135;0,000133;0,000157;0,000236;0,000157;0,000207;0,000172;0,000303;0,000314
2;0,000213;0,000154;0,000138;0,000173;0,000161;0,000172;0,000162;0,000189;0,000159;0,000198;0,000185;0,000227
3;0,000173;0,000155;0,000161;0,000164;0,000156;0,000141;0,000213;0,000182;0,000135;0,000191;0,000203;0,000278
4;0,000172;0,00013;0,000136;0,000235;0,00016;0,000145;0,000161;0,000184;0,000153;0,000176;0,000272;0,000208
5;0,000156;0,000193;0,000167;0,000167;0,000154;0,000174;0,000135;0,000245;0,000262;0,000236;0,000267;0,00025
6;0,000159;0,000206;0,000159;0,000158;0,000135;0,000155;0,000195;0,000165;0,00016;0,000207;0,000264;0,000305
7;0,000187;0,00017;0,000231;0,000171;0,000157;0,000155;0,000232;0,000178;0,000163;0,000254;0,00018;0,000217
8;0,000157;0,000158;0,000248;0,000135;0,00024;0,00017;0,000185;0,000159;0,000154;0,000236;0,000163;0,000249
9;0,000157;0,000178;0,000215;0,000177;0,000191;0,00016;0,000211;0,000183;0,000155;0,000274;0,000225;0,000349
