,150,200,250,500,1000,2000,3000,20000,100000,500000,1000000,50000000
0,0.000372,0.000410,0.000355,0.000409,0.000579,0.000751,0.002241,0.024844,0.150642,0.762933,1.655496,86.788818
1,0.000311,0.000398,0.000315,0.000338,0.000435,0.000795,0.003617,0.023873,0.155406,0.755048,1.654786,88.727524
2,0.000324,0.000306,0.000307,0.000304,0.000391,0.000306,0.003040,0.026269,0.155495,0.764883,1.607431,90.671082
3,0.000315,0.000301,0.000319,0.000318,0.000308,0.000327,0.001899,0.024728,0.147050,0.753870,1.605601,91.422783
4,0.000306,0.000339,0.000306,0.000352,0.000361,0.000664,0.001845,0.030289,0.144066,0.771854,1.752351,91.955315
5,0.000312,0.000320,0.000312,0.000328,0.000312,0.000306,0.001766,0.028832,0.155775,0.788803,1.768597,93.109840
6,0.000320,0.000312,0.000307,0.000313,0.000306,0.001135,0.001935,0.029193,0.152475,0.797583,1.729997,94.162933
7,0.000385,0.000410,0.000355,0.000320,0.000943,0.000984,0.000670,0.024722,0.146573,0.790580,1.703222,93.300621
8,0.000782,0.000561,0.000763,0.000501,0.000919,0.001217,0.000774,0.014537,0.149799,0.780311,1.691620,89.882317
9,0.000429,0.000392,0.000786,0.000525,0.000505,0.000724,0.003084,0.024531,0.144792,0.777591,1.709662,89.965973
